OTUID	2%	9%	25%	50%	75%	91%	98%
b587fe14b9d8d45fbcc2e6cfb9383a93	14.42	16.78	50.5	203	391	487.16	664.28
81b50cbc69b355d6a2207d370e9634c5	0	0	0	113.5	658.5	1065.87	1601.52
95d5c26e5a939615d46e26659e68afcb	19.42	30.68	55.5	107	252	682.74	2465.26
5b417a0a0068c9b6e23752143b558bc4	0	0	0	105.5	656.5	1119.63	1632.4
0f4013b00115275df5e0ab6306716e8e	7.1	17.12	28	87	247.5	869.58	1681.6
3d5b21ec3c1f0646ee21d64a7dca127b	8.42	14.34	25.25	70.5	395.75	1308.86	2832.66
a16986411ff8c5714b2ba245262b5f95	2.1	13.01	17.5	55.5	110.75	220.73	573.88
960661d8c98c0a2e42b50de5a7f627e3	3.68	6	16.25	55.5	124.25	179.21	236.56
32019c66790172c71844e2b0a681de98	2.52	6	20	54	192.5	328.97	404.62
0eedd7d3275113c78f144705c646d816	0	0	9.25	51.5	99.75	167.42	421.9
b7173ea1651f9ffadee9394850962d1e	4.2	18.01	27	49.5	87.75	205.1	349.4
2e3f176ae8c669fe89c79b560b1c3189	0.42	7.23	17.5	41	199.75	301.31	800.5
c60cf2a6c2498f32af660492f7517918	2.26	4.89	10.25	40	140.25	367.44	699.86
53455b29aa22e614a051eef644300bb8	0	3.56	13.25	39	80.75	134.59	203.54
bd3eea66e0442d20a3da9f92d1c03b6a	0	0	1.25	31.5	162.5	606.13	2190.78
f56e8ecfac5f476636eb05564abe289b	1.84	5.67	14.5	28	75.25	196.22	286.16
dede68dbc0661af0f11541605b3b9d5b	0.42	1.89	8.5	28	71.75	261.98	410.5
ab37861a579863cd2498da8b71927083	0	0	3.5	28	119.75	256.56	589.08
82c448c1808ec28bd3b550b0460519cb	0	8.01	18.5	26.5	139.25	232.54	366.8
d805ca9cd4cf10195e8fe4a968b74bf5	1.26	5.67	8.75	25	40.25	139.32	152.32
d45249fd7aba2ee453116e86e660949b	0	0	8.5	25	36.25	343.66	465.58
dca07275b4dbd6b42bba6b48639cf14f	0	0	2	25	57	87.5	139.54
73504b87549ac3a8649846516dc109b6	0	3.56	9	24	42.25	63.32	75.16
0a55ab9827a6d0ebc61bbb4c07ec938c	0	6.23	13.25	24	33	58.55	70.54
01edd53eeb2aab1dcd71b4f1f55d05a4	1	1.89	7.25	23.5	117	430.26	965.7
f59c9661f4e154b8d6eadff955089368	0	0	7.5	23	57	131.43	145.9
df5c1ef25ab497ab767dcbb6be082f83	0	4.45	6.25	21.5	121	331.41	401.34
65f1d29871c8da3b9207a0baeea0f9af	0	0	7.25	21.5	72.5	106.18	225.26
af7dd51c7373cf129ab32fc2b6c604a3	0	0	8.25	21	65	174.29	283.82
b9d88415152fcda9c932b5038c90ab54	0	0	4	21	36	142.63	316.1
295eb9c03cf14b573bd8228499819e32	0	0	6	20	98.25	227.04	538.04
929805da29bce3a9838d81700d0a5770	0	0	7	20	41.5	79.51	263
88ab2cd29ffd1301e72c8be1e99cab8b	0	1.78	6.25	19.5	40	113.68	214.04
ae29d7222cca9d09ba6176b1aafc8686	0	0	1.25	18.5	41.75	180.96	480.58
ddfb334b38f76fcae15deeb2e2cbd225	0	0	5.5	18	44.75	188.18	1256.92
bb61023a3bd8f2e0f22e26d1c883b175	0	0	5.25	18	39.75	113.29	295.58
e541825ce8b86c18c3108e8dc20a1675	0	0	2.25	16.5	56.5	171.63	1840.54
95e32620f9a74f5d63e4485fdd988da6	0	0	2	16.5	26.25	48.77	100.24
4f38747c471b916678b11b424288eba1	0	0	7.25	16	48.5	204.21	417.84
a67d749cf07f46ba04324c64023e6434	0	0	1	15.5	22	37.6	202.94
f04a029a175f31779bb6a101c845618d	0	0	1	15	217.25	688.68	806.44
e8f9b2c4b7382c7ce6bb0d72a8d70cd8	0	1.78	4	15	54.75	100.07	268.72
cdd34c161813f6bb82f0815a945f8bce	0	0	4.25	15	53.75	73.11	76.9
1928e2deabf0f50bc5e216e235cc487b	0	0	10	14.5	31.5	44.42	113.88
a6e0a6414a92dd6e98c8cf92f79fc183	0	0	0.75	14	57.75	344.43	683.7
195029daa2f631f91d457f9a6c84bc1c	0	0	0	14	27.5	44.05	100.54
ff6daec569f11e8ecd88a1eb1f6d0678	0	0.89	7	14	29	53.4	253.72
7a1a7d3362a2f4e3bb2b0f088b9a6b84	0	0	1	13.5	33.75	62.75	87.32
a3ec387c4e557381be14dad3d94736f7	0	0	1.25	13	31.5	135.76	656.34
1827fabd2044d83eada6ddb4ec8f9cf9	0	0	3.25	13	73	123.53	400.62
365922ee8a241e8480784ef775e088cd	0	0	7.25	12.5	36	85.21	142.56
fbf3c5b21400f08273beb8d47cfa8950	0	0	3.25	12.5	59	145.55	239.32
98402e8eb3eb4ce897252607afe127e9	0	1.78	6.25	12.5	31.5	60.74	111.88
3ccb3cc712e0db60d7f9b06bde056a8a	0	0	6	12.5	55.75	95.64	201.1
0e8170ec4f020054ac7bb71e37053f60	0	0	5	12	55.5	313.64	367.48
721d6345b84d6768b72ee1b3a4ab84f4	0	0	0.25	12	26	228	341.36
4a9724d292d19c24500e55edd63bc95f	0	0	2.25	12	39.75	191.41	220.74
c1f2221efdfa31794e7181959359efee	0	0	5.25	12	38.5	126.63	202.98
906194542e0e0dcf3cdeedbddf62c978	0	0.89	5.25	12	55.75	129.31	251.82
544a9335d00c9ae9a991101fe84652e6	0	0	0	11.5	26.75	72.08	104.54
d464eee613ac4395c8f6ce3943a0f841	0	0	3.75	11.5	47.75	105.76	160.02
613f38d7296ca565b19118f0c7e6dc66	0	0	2.25	11.5	50.5	87.42	145.28
f46081b0047d95610022d73e39964ce4	0	0	6	11.5	42.75	110.39	278.96
79030f9c3947f7ccc6912a851d88f50b	0	0	5.25	11.5	22.25	36.22	41.48
a060b26dc01eeaf5310000ded21ed9ce	0	0	3.25	11.5	37.5	59.22	216.44
7862d724629545ec2b0771f192506397	0	0	0	11.5	19.5	60.99	71.32
8df052e31cc0671f3a313c5423a12f09	0	0	2.75	11	31.75	66.29	137.54
aa40ba3a550577ed8b40f150d7f294f5	0	0	1.5	10.5	56.25	194.16	800.8
6a283ec687d32d88a4e3eaaa398cb0ed	0	0	4.25	10.5	23.75	38.77	332.1
ac3f21250efa6d1af5889703e586a194	0	0	4	10.5	26	91.44	103.12
887e0dd6a2c033000418b0c302780ca1	0	0	2	10.5	49	81.33	116.48
6e2547ccce712ff48e77c5e75e989eee	0	0	0	10.5	24.25	33.07	535.22
3017035b0bcc2b5a2d72911c26924bfb	0	0	0	10	19.75	38.99	60.92
6ecb363cbaa615df747e0376eec81ea9	0	0	0	10	98	139.92	2200.36
3a555d4b9017633888f96610ffbdb8d7	0	0	3.5	10	42.25	50.33	120.86
e46b9ceb4c692b5d087a7e8737974fff	0	0	0.5	10	44.75	68.33	73.9
9a73e2e170eb7b9de6c433c72009c138	0	0	3.5	10	19.5	45.11	398.64
8b74089f59b28e641f2c8c736707f8b2	0	0	0	10	79.5	164.94	229.82
0d8501b9e1e4fb0ee833387c23e5de33	0	0	0	9.5	32	43.22	102.42
766ce8e61917254b65b9bd0080a454fb	0	0	0.5	9.5	31.5	123.66	474.1
87cc51859facc881d27dabc8a3f77c23	0	0	1	9.5	17.5	31.43	43.58
48614d865284251d0b9c97e1d3dc48a1	0	0	0.25	9	14.5	22.33	43.56
9d79c195b3ee09e77c743e70498e40b4	0	0	0	9	16	128.1	451.36
7e73db4de58d113d7deb1bc4673148d0	0	0	1	9	22.75	52.26	162.04
58b5685a1597c15a2d9c22dab5a18460	0	0	0	9	38.75	196.96	382.7
d757664837fdfefb4f89ff86da63cd07	0	0	3.25	9	27.5	79.1	103.66
445306e98fa77208d9ecc9110ae70f66	0	0	0	9	29.75	46.97	175.98
7b9b79b802f8de25134451c768e4f3bb	0	0	3.25	8.5	78	160.74	348.44
0fd27b83707067ed757bd57003750993	0	0	0	8.5	18.5	47.32	71.92
5bbd6726850e3b938ef0b5b9c2493a37	0	2.67	5	8.5	19.5	32.86	68.18
901e4690ae06c9889387df9702ac52a6	0	0	2.5	8.5	36.75	200.54	387.58
1cff266692eeb22c266d2d026b09ca0a	0	0	0	8.5	17.75	38.09	57.9
27907d47e5be2a5285313f0bb81add58	0	0	0.25	8.5	45	79.3	164
098ed3954616b87e7ebd30db027a3695	0	0	0	8.5	25.75	72.62	250.04
583229f07ecffe26f713680165a7d577	0	0	1	8	13.75	16.55	67.4
d7588aeeb977c28669ec2683d2143331	0	0	0	8	13.5	41.15	267.78
9a46789f5dead8380da1a6fc7a034a53	0	0	0	8	24	43	71.42
33a0f7c122696ae451dec48092073e2e	0	0	1.5	8	40.25	71.33	90.82
d09ac2719179ce445475d19f361713b1	0	0	0	8	26.25	70.09	135.72
1d184be19348e946276b0fef79042ecc	0	0	2.25	8	17.75	39.11	41.16
e380e9f1890ff71f063a901382aecd43	0	1.78	3	8	27	42	46.64
fc7fe8a11f8601769081bf1e9a67fc5a	0	0	1.25	7.5	25.5	27.88	52.98
6094b87cc526c2fe38821fd79c341592	0	0	1	7.5	13	34.88	57.66
df348a5cb8d8623f5d78299335880cf1	0	0	0	7.5	17	22.66	40.76
e1f76db59e229ae1654da2dab7be3075	0	0	0.5	7.5	20	34.88	47.22
1e9e763a1444200b893bec125466cc3d	0	0	0.75	7.5	21.75	31.98	49.16
078181e332e122670f91b2d8375114d6	0	0	0	7	29.5	58.55	97.22
