Genus,
 Others,49.31352248
 Bacteroides,17.5367146
 Parabacteroides,5.604067834
 Odoribacter,5.601288786
 Alistipes,3.986734382
 Hafnia-Obesumbacterium,3.973537234
 Pseudomonas,3.33040931
 Hungatella,2.946677088
 Lachnoclostridium,2.562335719
 [Eubacterium]_coprostanoligenes_group,1.853815674
 Clostridia_vadinBB60_group,1.72220664
 Roseburia,1.568690256
